,Stocks,Bonds,Gold
2016-11-04,624722240.0,1110010.0,244455.0
2016-11-05,624722240.0,1110010.0,244455.0
2016-11-06,624722240.0,1110010.0,244455.0
2016-11-07,608628288.0,1367403.0,263164.0
2016-11-08,556660928.0,2659297.0,238170.0
2016-11-09,993082624.0,3655360.0,448610.0
2016-11-10,998151104.0,3005795.0,482069.0
2016-11-11,734622976.0,1675068.0,514460.0
2016-11-12,734622976.0,1675068.0,514460.0
2016-11-13,734622976.0,1675068.0,514460.0
2016-11-14,798294848.0,2203845.0,389428.0
2016-11-15,684014976.0,2223724.0,259037.0
2016-11-16,569546880.0,1726829.0,250758.0
2016-11-17,569031552.0,1867266.0,271214.0
2016-11-18,670633600.0,1655256.0,299839.0
2016-11-19,670633600.0,1655256.0,299839.0
2016-11-20,670633600.0,1655256.0,299839.0
2016-11-21,571010944.0,2198200.0,199121.0
2016-11-22,593662272.0,1978616.0,199121.0
2016-11-23,523791840.0,1741536.0,257433.0
2016-11-24,,,256993.0
2016-11-25,262011104.0,999101.0,405078.0
2016-11-26,262011104.0,999101.0,405078.0
2016-11-27,262011104.0,999101.0,405078.0
2016-11-28,562045760.0,1433601.0,339841.0
2016-11-29,578292480.0,1678372.0,269120.0
2016-11-30,1055366912.0,2514201.0,268199.0
2016-12-01,742115456.0,3171342.0,240370.0
2016-12-02,587453632.0,2064153.0,189213.0
2016-12-03,587453632.0,2064153.0,189213.0
2016-12-04,587453632.0,2064153.0,189213.0
2016-12-05,624639552.0,2622691.0,235288.0
2016-12-06,546795904.0,2472877.0,146655.0
2016-12-07,705816512.0,4519889.0,154342.0
2016-12-08,623697536.0,2457157.0,156563.0
2016-12-09,551473152.0,2852764.0,171952.0
2016-12-10,551473152.0,2852764.0,171952.0
2016-12-11,551473152.0,2852764.0,171952.0
2016-12-12,629435328.0,3664958.0,174277.0
2016-12-13,587682560.0,4625172.0,154304.0
2016-12-14,698708672.0,3143352.0,225959.0
2016-12-15,619909120.0,2804366.0,307028.0
2016-12-16,1483124864.0,3257987.0,188221.0
2016-12-17,1483124864.0,3257987.0,188221.0
2016-12-18,1483124864.0,3257987.0,188221.0
2016-12-19,492816608.0,3106844.0,126665.0
2016-12-20,498685952.0,6191468.0,156735.0
2016-12-21,427310464.0,2903209.0,125306.0
2016-12-22,473956160.0,3008465.0,126094.0
2016-12-23,301660032.0,2212326.0,82931.0
2016-12-24,301660032.0,2212326.0,82931.0
2016-12-25,301660032.0,2212326.0,82931.0
2016-12-26,301660032.0,2212326.0,82931.0
2016-12-27,296788800.0,2298322.0,114181.0
2016-12-28,378174432.0,4322642.0,118282.0
2016-12-29,342508320.0,3287756.0,167280.0
2016-12-30,540389824.0,2466975.0,159716.0
2016-12-31,540389824.0,2466975.0,159716.0
2017-01-01,540389824.0,2466975.0,159716.0
2017-01-02,540389824.0,2466975.0,159716.0
2017-01-03,644640832.0,3494980.0,254650.0
2017-01-04,563923392.0,3265441.0,202315.0
2017-01-05,563717952.0,4104571.0,299019.0
2017-01-06,482665024.0,2413967.0,253700.0
2017-01-07,482665024.0,2413967.0,253700.0
2017-01-08,482665024.0,2413967.0,253700.0
2017-01-09,530640928.0,1884244.0,212761.0
2017-01-10,592543232.0,2374618.0,264954.0
2017-01-11,545655744.0,2455809.0,380989.0
2017-01-12,475570272.0,3145396.0,380989.0
2017-01-13,483108128.0,2558505.0,316858.0
2017-01-14,483108128.0,2558505.0,316858.0
2017-01-15,483108128.0,2558505.0,316858.0
2017-01-16,,,316858.0
2017-01-17,604284224.0,2308183.0,425929.0
2017-01-18,507557536.0,2090333.0,238241.0
2017-01-19,508367712.0,2238102.0,282898.0
2017-01-20,716563456.0,1937390.0,274834.0
2017-01-21,716563456.0,1937390.0,274834.0
2017-01-22,716563456.0,1937390.0,274834.0
2017-01-23,526228480.0,1572212.0,279743.0
2017-01-24,551837056.0,2253655.0,279211.0
2017-01-25,615908288.0,2002320.0,398082.0
2017-01-26,582538304.0,2512766.0,350642.0
2017-01-27,514479232.0,1866051.0,390019.0
2017-01-28,514479232.0,1866051.0,390019.0
2017-01-29,514479232.0,1866051.0,390019.0
2017-01-30,555456320.0,2848162.0,251597.0
2017-01-31,758256576.0,3014497.0,259526.0
2017-02-01,610556672.0,2435761.0,228900.0
2017-02-02,579042496.0,1837714.0,243120.0
2017-02-03,560874880.0,2525751.0,226552.0
2017-02-04,560874880.0,2525751.0,226552.0
2017-02-05,560874880.0,2525751.0,226552.0
2017-02-06,509036512.0,3409277.0,205035.0
2017-02-07,532495104.0,5516339.0,218576.0
2017-02-08,530667232.0,2287598.0,233255.0
2017-02-09,533453408.0,3591092.0,260521.0
2017-02-10,510223232.0,2118290.0,248911.0
2017-02-11,510223232.0,2118290.0,248911.0
2017-02-12,510223232.0,2118290.0,248911.0
2017-02-13,496478944.0,1961505.0,187075.0
2017-02-14,542220416.0,2293499.0,247678.0
2017-02-15,558573056.0,1583232.0,234492.0
2017-02-16,530389088.0,3464679.0,234492.0
2017-02-17,659699008.0,1600386.0,209988.0
2017-02-18,659699008.0,1600386.0,209988.0
2017-02-19,659699008.0,1600386.0,209988.0
2017-02-20,,,177672.0
2017-02-21,572986048.0,1907049.0,267181.0
2017-02-22,516228864.0,2069758.0,208392.0
2017-02-23,546630336.0,1674614.0,289048.0
2017-02-24,608415552.0,1793920.0,233867.0
2017-02-25,608415552.0,1793920.0,233867.0
2017-02-26,608415552.0,1793920.0,233867.0
2017-02-27,483942048.0,2111689.0,218999.0
2017-02-28,764148544.0,2080187.0,253000.0
2017-03-01,652781440.0,3104497.0,336424.0
2017-03-02,524223104.0,2182872.0,299871.0
2017-03-03,487154592.0,2356734.0,300381.0
2017-03-04,487154592.0,2356734.0,300381.0
2017-03-05,487154592.0,2356734.0,300381.0
2017-03-06,515218656.0,1976515.0,166235.0
2017-03-07,495074592.0,1728422.0,239137.0
2017-03-08,544389568.0,2283477.0,234888.0
2017-03-09,512495808.0,2901580.0,264499.0
2017-03-10,530017280.0,3605297.0,285574.0
2017-03-11,530017280.0,3605297.0,285574.0
2017-03-12,530017280.0,3605297.0,285574.0
2017-03-13,468236416.0,2274628.0,205069.0
2017-03-14,443847040.0,3804708.0,219465.0
2017-03-15,534171424.0,2397308.0,289595.0
2017-03-16,500862688.0,2750806.0,282822.0
2017-03-17,1610664448.0,1358699.0,185227.0
2017-03-18,1610664448.0,1358699.0,185227.0
2017-03-19,1610664448.0,1358699.0,185227.0
2017-03-20,487434816.0,1587692.0,145655.0
2017-03-21,658820992.0,2184618.0,170543.0
2017-03-22,569714368.0,1407650.0,252780.0
2017-03-23,512105376.0,1881349.0,289174.0
2017-03-24,555441984.0,3926579.0,264633.0
2017-03-25,555441984.0,3926579.0,264633.0
2017-03-26,555441984.0,3926579.0,264633.0
2017-03-27,539624512.0,1965572.0,325400.0
2017-03-28,510297504.0,2091997.0,361561.0
2017-03-29,445232512.0,1425765.0,368560.0
2017-03-30,486535456.0,1474864.0,278814.0
2017-03-31,614252992.0,2521396.0,180838.0
2017-04-01,614252992.0,2521396.0,180838.0
2017-04-02,614252992.0,2521396.0,180838.0
2017-04-03,649208448.0,2246784.0,149434.0
2017-04-04,479046432.0,2079554.0,165877.0
2017-04-05,561280448.0,2150416.0,249719.0
2017-04-06,522983520.0,1945381.0,169662.0
2017-04-07,462738112.0,1686286.0,194908.0
2017-04-08,462738112.0,1686286.0,194908.0
2017-04-09,462738112.0,1686286.0,194908.0
2017-04-10,428762208.0,1553707.0,189109.0
2017-04-11,481030528.0,1405629.0,299512.0
2017-04-12,502638272.0,1889060.0,299512.0
2017-04-13,468946976.0,1461202.0,257274.0
2017-04-14,468946976.0,1461202.0,257274.0
2017-04-15,468946976.0,1461202.0,257274.0
2017-04-16,468946976.0,1461202.0,257274.0
2017-04-17,441432224.0,1567233.0,201046.0
2017-04-18,459867360.0,1869618.0,294515.0
2017-04-19,499072480.0,1506857.0,273269.0
2017-04-20,552296896.0,1494955.0,253402.0
2017-04-21,611675328.0,1301975.0,235981.0
2017-04-22,611675328.0,1301975.0,235981.0
2017-04-23,611675328.0,1301975.0,235981.0
2017-04-24,582277824.0,2795152.0,320321.0
2017-04-25,574249920.0,1752074.0,266610.0
2017-04-26,558455040.0,1967357.0,252476.0
2017-04-27,552866368.0,1618077.0,214942.0
2017-04-28,644097792.0,2202000.0,182827.0
2017-04-29,644097792.0,2202000.0,182827.0
2017-04-30,644097792.0,2202000.0,182827.0
2017-05-01,491731488.0,1546761.0,209241.0
2017-05-02,586219584.0,1741533.0,196262.0
2017-05-03,569825920.0,3085267.0,267607.0
2017-05-04,558576448.0,1272522.0,362412.0
2017-05-05,471368640.0,1735911.0,309014.0
2017-05-06,471368640.0,1735911.0,309014.0
2017-05-07,471368640.0,1735911.0,309014.0
2017-05-08,503851552.0,1917298.0,229148.0
2017-05-09,485990880.0,2649708.0,282457.0
2017-05-10,487623840.0,1931188.0,217869.0
2017-05-11,508434784.0,1487496.0,305227.0
2017-05-12,454115136.0,1580409.0,231565.0
2017-05-13,454115136.0,1580409.0,231565.0
2017-05-14,454115136.0,1580409.0,231565.0
2017-05-15,504821792.0,1886974.0,201738.0
2017-05-16,488592928.0,1842281.0,227761.0
2017-05-17,689200576.0,2079332.0,410739.0
2017-05-18,594080320.0,1969176.0,402745.0
2017-05-19,704417088.0,1459410.0,240367.0
2017-05-20,704417088.0,1459410.0,240367.0
2017-05-21,704417088.0,1459410.0,240367.0
2017-05-22,489164896.0,1643617.0,256594.0
2017-05-23,461424576.0,1757482.0,340313.0
2017-05-24,455597760.0,1641551.0,313250.0
2017-05-25,502795776.0,1159811.0,313250.0
2017-05-26,395603200.0,996879.0,274247.0
2017-05-27,395603200.0,996879.0,274247.0
2017-05-28,395603200.0,996879.0,274247.0
2017-05-29,,,439415.0
2017-05-30,467493664.0,1342888.0,433520.0
2017-05-31,917610368.0,2395759.0,215356.0
2017-06-01,561233664.0,1786536.0,186914.0
2017-06-02,557089152.0,1874422.0,284605.0
2017-06-03,557089152.0,1874422.0,284605.0
2017-06-04,557089152.0,1874422.0,284605.0
2017-06-05,431955008.0,2000939.0,143381.0
2017-06-06,508445280.0,3406751.0,268651.0
2017-06-07,552089664.0,1820571.0,227185.0
2017-06-08,598867520.0,1908983.0,263752.0
2017-06-09,702464768.0,1466616.0,226179.0
2017-06-10,702464768.0,1466616.0,226179.0
2017-06-11,702464768.0,1466616.0,226179.0
2017-06-12,692720448.0,2144737.0,180492.0
2017-06-13,593555072.0,1582087.0,181218.0
2017-06-14,556086976.0,2582288.0,178413.0
2017-06-15,540293248.0,2154592.0,264904.0
2017-06-16,1491436288.0,1437262.0,154188.0
2017-06-17,1491436288.0,1437262.0,154188.0
2017-06-18,1491436288.0,1437262.0,154188.0
2017-06-19,513362432.0,1855405.0,190300.0
2017-06-20,505403104.0,1946605.0,201971.0
2017-06-21,530549984.0,1304850.0,175502.0
2017-06-22,527452352.0,1247978.0,201763.0
2017-06-23,1058563840.0,1416018.0,173405.0
2017-06-24,1058563840.0,1416018.0,173405.0
2017-06-25,1058563840.0,1416018.0,173405.0
2017-06-26,483460704.0,4871801.0,235695.0
2017-06-27,546610368.0,2479117.0,237939.0
2017-06-28,510888128.0,1675280.0,201825.0
2017-06-29,627587456.0,1616736.0,296893.0
2017-06-30,641278784.0,2065701.0,178413.0
2017-07-01,641278784.0,2065701.0,178413.0
2017-07-02,641278784.0,2065701.0,178413.0
2017-07-03,340988864.0,1138458.0,253037.0
2017-07-04,,,322896.0
2017-07-05,568311040.0,1997671.0,412836.0
2017-07-06,553968192.0,1904349.0,213096.0
2017-07-07,458121632.0,2544248.0,345038.0
2017-07-08,458121632.0,2544248.0,345038.0
2017-07-09,458121632.0,2544248.0,345038.0
2017-07-10,490786848.0,2322542.0,281247.0
2017-07-11,463115296.0,2012812.0,249607.0
2017-07-12,491970048.0,1436806.0,300221.0
2017-07-13,487396064.0,1376945.0,287477.0
2017-07-14,439411168.0,1252267.0,310690.0
2017-07-15,439411168.0,1252267.0,310690.0
2017-07-16,439411168.0,1252267.0,310690.0
2017-07-17,436559904.0,1492881.0,197260.0
2017-07-18,434266880.0,1674909.0,289100.0
2017-07-19,466391392.0,1655901.0,237277.0
2017-07-20,510915136.0,1716013.0,319602.0
2017-07-21,562308032.0,2023853.0,300329.0
2017-07-22,562308032.0,2023853.0,300329.0
2017-07-23,562308032.0,2023853.0,300329.0
2017-07-24,586387584.0,1476965.0,290224.0
2017-07-25,647296896.0,1443269.0,301567.0
2017-07-26,546161216.0,1649615.0,375537.0
2017-07-27,654796160.0,1275430.0,401329.0
2017-07-28,505672256.0,1945831.0,338859.0
2017-07-29,505672256.0,1945831.0,338859.0
2017-07-30,505672256.0,1945831.0,338859.0
2017-07-31,691834816.0,2669709.0,182846.0
2017-08-01,520941056.0,1854785.0,230977.0
2017-08-02,549613504.0,1389941.0,219215.0
2017-08-03,511717824.0,1980825.0,217464.0
2017-08-04,497282496.0,1088450.0,282842.0
2017-08-05,497282496.0,1088450.0,282842.0
2017-08-06,497282496.0,1088450.0,282842.0
2017-08-07,451477344.0,1308121.0,127237.0
2017-08-08,459725408.0,2005966.0,262318.0
2017-08-09,462612064.0,1880793.0,304558.0
2017-08-10,543287872.0,1431606.0,284321.0
2017-08-11,442234816.0,1199186.0,278960.0
2017-08-12,442234816.0,1199186.0,278960.0
2017-08-13,442234816.0,1199186.0,278960.0
2017-08-14,460363456.0,2165072.0,249054.0
2017-08-15,440317344.0,1476291.0,295588.0
2017-08-16,447838176.0,1657173.0,278381.0
2017-08-17,521867392.0,1792323.0,340107.0
2017-08-18,604768320.0,1729441.0,414312.0
2017-08-19,604768320.0,1729441.0,414312.0
2017-08-20,604768320.0,1729441.0,414312.0
2017-08-21,461474912.0,1308575.0,269528.0
2017-08-22,429489312.0,1203615.0,275477.0
2017-08-23,429162720.0,1287139.0,248205.0
2017-08-24,470044928.0,1601676.0,254035.0
2017-08-25,424178880.0,1511036.0,370787.0
2017-08-26,424178880.0,1511036.0,370787.0
2017-08-27,424178880.0,1511036.0,370787.0
2017-08-28,424021664.0,1463490.0,369814.0
2017-08-29,404549824.0,2136199.0,488186.0
2017-08-30,411614752.0,1196565.0,488186.0
2017-08-31,645169344.0,1764353.0,328551.0
2017-09-01,403108736.0,1526766.0,418609.0
2017-09-02,403108736.0,1526766.0,418609.0
2017-09-03,403108736.0,1526766.0,418609.0
2017-09-04,403108736.0,1526766.0,418609.0
2017-09-05,554135360.0,2084230.0,393671.0
2017-09-06,539031424.0,1646380.0,328513.0
2017-09-07,516386816.0,1970811.0,380899.0
2017-09-08,501930912.0,2804152.0,412827.0
2017-09-09,501930912.0,2804152.0,412827.0
2017-09-10,501930912.0,2804152.0,412827.0
2017-09-11,515607584.0,1476851.0,316333.0
2017-09-12,490795712.0,1664078.0,302181.0
2017-09-13,492082400.0,1654248.0,322691.0
2017-09-14,533390848.0,1375725.0,348406.0
2017-09-15,1435549568.0,1593983.0,328322.0
2017-09-16,1435549568.0,1593983.0,328322.0
2017-09-17,1435549568.0,1593983.0,328322.0
2017-09-18,517468352.0,1822860.0,288029.0
2017-09-19,501361152.0,1265999.0,283840.0
2017-09-20,536200416.0,1735570.0,375718.0
2017-09-21,463948288.0,1212256.0,444031.0
2017-09-22,452975168.0,1446756.0,270145.0
2017-09-23,452975168.0,1446756.0,270145.0
2017-09-24,452975168.0,1446756.0,270145.0
2017-09-25,562494400.0,2725636.0,383906.0
2017-09-26,471032576.0,1501050.0,421630.0
2017-09-27,522320192.0,1568966.0,410995.0
2017-09-28,469529440.0,1243839.0,297989.0
2017-09-29,533211296.0,3114506.0,294549.0
2017-09-30,533211296.0,3114506.0,294549.0
2017-10-01,533211296.0,3114506.0,294549.0
2017-10-02,471297248.0,3772220.0,278390.0
2017-10-03,424599456.0,2850003.0,211897.0
2017-10-04,436084928.0,2709863.0,276911.0
2017-10-05,454529760.0,2961550.0,225217.0
2017-10-06,452348256.0,1926240.0,383994.0
2017-10-07,452348256.0,1926240.0,383994.0
2017-10-08,452348256.0,1926240.0,383994.0
2017-10-09,397766208.0,1022921.0,206720.0
2017-10-10,429347584.0,4887483.0,337230.0
2017-10-11,486225600.0,1294016.0,265663.0
2017-10-12,548749696.0,1784074.0,257852.0
2017-10-13,498032320.0,1835868.0,302070.0
2017-10-14,498032320.0,1835868.0,302070.0
2017-10-15,498032320.0,1835868.0,302070.0
2017-10-16,436093792.0,1523760.0,277627.0
2017-10-17,443918368.0,1430567.0,356833.0
2017-10-18,425609088.0,1577115.0,264823.0
2017-10-19,474516352.0,1569787.0,389777.0
2017-10-20,631304960.0,2004708.0,331645.0
2017-10-21,631304960.0,2004708.0,331645.0
2017-10-22,631304960.0,2004708.0,331645.0
2017-10-23,515834336.0,2743985.0,297084.0
2017-10-24,504318912.0,2368734.0,276271.0
2017-10-25,613367104.0,1632861.0,389653.0
2017-10-26,563772800.0,1984059.0,400292.0
2017-10-27,645607680.0,1796117.0,371715.0
2017-10-28,645607680.0,1796117.0,371715.0
2017-10-29,645607680.0,1796117.0,371715.0
2017-10-30,569441664.0,1597476.0,271486.0
2017-10-31,625261376.0,2047475.0,292195.0
2017-11-01,545216384.0,1649319.0,399526.0
2017-11-02,588411392.0,2452507.0,394497.0
2017-11-03,522405568.0,1416286.0,390348.0
2017-11-04,522405568.0,1416286.0,390348.0
2017-11-05,522405568.0,1416286.0,390348.0
2017-11-06,563277248.0,1381358.0,377874.0
2017-11-07,546575360.0,2532720.0,363923.0
2017-11-08,509991840.0,2390075.0,391855.0
2017-11-09,534175136.0,2186493.0,432339.0
2017-11-10,514497888.0,1782105.0,401921.0
2017-11-11,514497888.0,1782105.0,401921.0
2017-11-12,514497888.0,1782105.0,401921.0
2017-11-13,509432256.0,1755389.0,249391.0
2017-11-14,534046176.0,1714975.0,384436.0
2017-11-15,522430976.0,2954962.0,467241.0
2017-11-16,497592416.0,1691769.0,298415.0
2017-11-17,589985856.0,2333211.0,434075.0
2017-11-18,589985856.0,2333211.0,434075.0
2017-11-19,589985856.0,2333211.0,434075.0
2017-11-20,466385440.0,1579432.0,474373.0
2017-11-21,505692192.0,1990302.0,399353.0
2017-11-22,421544128.0,1686517.0,507020.0
2017-11-23,421544128.0,1686517.0,507020.0
2017-11-24,204379840.0,865027.0,447878.0
2017-11-25,204379840.0,865027.0,447878.0
2017-11-26,204379840.0,865027.0,447878.0
2017-11-27,481757856.0,1567685.0,472666.0
2017-11-28,542585600.0,1908717.0,518853.0
2017-11-29,653481152.0,1898817.0,449620.0
2017-11-30,1041514112.0,3145974.0,367734.0
2017-12-01,670644224.0,2459414.0,450743.0
2017-12-02,670644224.0,2459414.0,450743.0
2017-12-03,670644224.0,2459414.0,450743.0
2017-12-04,725319808.0,1891408.0,266854.0
2017-12-05,633406080.0,1819108.0,345498.0
2017-12-06,531429536.0,1556474.0,257907.0
2017-12-07,526053632.0,1692326.0,341208.0
2017-12-08,490109088.0,1411145.0,285530.0
2017-12-09,490109088.0,1411145.0,285530.0
2017-12-10,490109088.0,1411145.0,285530.0
2017-12-11,510473728.0,1836844.0,199816.0
2017-12-12,553661440.0,3055423.0,247947.0
2017-12-13,551014976.0,2160924.0,341704.0
2017-12-14,529030400.0,2061340.0,275417.0
2017-12-15,1655377024.0,2868822.0,255347.0
2017-12-16,1655377024.0,2868822.0,255347.0
2017-12-17,1655377024.0,2868822.0,255347.0
2017-12-18,608455168.0,2007846.0,218356.0
2017-12-19,556473472.0,3411188.0,215715.0
2017-12-20,521377568.0,2398215.0,211767.0
2017-12-21,511474976.0,3200510.0,208714.0
2017-12-22,403668832.0,2646981.0,205359.0
2017-12-23,403668832.0,2646981.0,205359.0
2017-12-24,403668832.0,2646981.0,205359.0
2017-12-25,403668832.0,2646981.0,205359.0
2017-12-26,310274464.0,1744960.0,138523.0
2017-12-27,335254432.0,1756873.0,215499.0
2017-12-28,296015168.0,2298627.0,243862.0
2017-12-29,460819392.0,2604126.0,260754.0
2017-12-30,460819392.0,2604126.0,260754.0
2017-12-31,460819392.0,2604126.0,260754.0
2018-01-01,460819392.0,2604126.0,260754.0
2018-01-02,513766272.0,3193217.0,304822.0
2018-01-03,540193344.0,2280164.0,381766.0
2018-01-04,561303616.0,2214197.0,411676.0
2018-01-05,534970176.0,4379236.0,350582.0
2018-01-06,534970176.0,4379236.0,350582.0
2018-01-07,534970176.0,4379236.0,350582.0
2018-01-08,531091968.0,2661331.0,291287.0
2018-01-09,509531680.0,2803298.0,399198.0
2018-01-10,529784768.0,3509066.0,443688.0
2018-01-11,493292064.0,3478375.0,296624.0
2018-01-12,583103744.0,2910108.0,428444.0
2018-01-13,583103744.0,2910108.0,428444.0
2018-01-14,583103744.0,2910108.0,428444.0
2018-01-15,583103744.0,2910108.0,428444.0
2018-01-16,711573760.0,4423615.0,554391.0
2018-01-17,633450432.0,3779727.0,436608.0
2018-01-18,592316928.0,2600746.0,338058.0
2018-01-19,753914944.0,2209735.0,320811.0
2018-01-20,753914944.0,2209735.0,320811.0
2018-01-21,753914944.0,2209735.0,320811.0
2018-01-22,603357888.0,5629900.0,453880.0
2018-01-23,545995328.0,2512905.0,456585.0
2018-01-24,609308032.0,1758639.0,696966.0
2018-01-25,553948736.0,2610313.0,698050.0
2018-01-26,569404096.0,1635754.0,496978.0
2018-01-27,569404096.0,1635754.0,496978.0
2018-01-28,569404096.0,1635754.0,496978.0
2018-01-29,544693440.0,2283246.0,529935.0
2018-01-30,600917632.0,2813365.0,479199.0
2018-01-31,815230656.0,3170858.0,392320.0
2018-02-01,623001920.0,2888421.0,320256.0
2018-02-02,712515008.0,3220165.0,445735.0
2018-02-03,712515008.0,3220165.0,445735.0
2018-02-04,712515008.0,3220165.0,445735.0
2018-02-05,1000762688.0,4461469.0,313451.0
2018-02-06,1089822336.0,3993938.0,486495.0
2018-02-07,765911104.0,3897101.0,362184.0
2018-02-08,880613312.0,4761986.0,384541.0
2018-02-09,986284480.0,3823509.0,334110.0
2018-02-10,986284480.0,3823509.0,334110.0
2018-02-11,986284480.0,3823509.0,334110.0
2018-02-12,757736640.0,5476709.0,225042.0
2018-02-13,538762304.0,2739647.0,213333.0
2018-02-14,632361856.0,3602066.0,457618.0
2018-02-15,571606592.0,2033416.0,294252.0
2018-02-16,669882624.0,2009314.0,257878.0
2018-02-17,669882624.0,2009314.0,257878.0
2018-02-18,669882624.0,2009314.0,257878.0
2018-02-19,669882624.0,2009314.0,257878.0
2018-02-20,571354624.0,2354698.0,398507.0
2018-02-21,594875776.0,2391512.0,262621.0
2018-02-22,539376384.0,2212706.0,220760.0
2018-02-23,488629024.0,1704320.0,178159.0
2018-02-24,488629024.0,1704320.0,178159.0
2018-02-25,488629024.0,1704320.0,178159.0
2018-02-26,559643200.0,2786771.0,270915.0
2018-02-27,621882496.0,3086331.0,358682.0
2018-02-28,750778944.0,1998999.0,293989.0
2018-03-01,737763712.0,2946780.0,460174.0
2018-03-02,646045376.0,4555286.0,280150.0
2018-03-03,646045376.0,4555286.0,280150.0
2018-03-04,646045376.0,4555286.0,280150.0
2018-03-05,619738240.0,2282939.0,242331.0
2018-03-06,559826304.0,1950982.0,304633.0
2018-03-07,569606144.0,2220001.0,344640.0
2018-03-08,525022528.0,1515427.0,291324.0
2018-03-09,580604672.0,2346029.0,396203.0
2018-03-10,580604672.0,2346029.0,396203.0
2018-03-11,580604672.0,2346029.0,396203.0
2018-03-12,586177216.0,2308238.0,264137.0
2018-03-13,604760704.0,2531382.0,379390.0
2018-03-14,587912192.0,1775599.0,288030.0
2018-03-15,517766592.0,1628441.0,275061.0
2018-03-16,1678756352.0,1528029.0,321719.0
2018-03-17,1678756352.0,1528029.0,321719.0
2018-03-18,1678756352.0,1528029.0,321719.0
2018-03-19,634327104.0,1360291.0,354161.0
2018-03-20,569771392.0,2288555.0,354799.0
2018-03-21,539721600.0,1802802.0,555342.0
2018-03-22,684188544.0,2940990.0,443317.0
2018-03-23,710385984.0,2165481.0,594500.0
2018-03-24,710385984.0,2165481.0,594500.0
2018-03-25,710385984.0,2165481.0,594500.0
2018-03-26,674796160.0,2359480.0,553719.0
2018-03-27,686450496.0,1734383.0,603101.0
2018-03-28,683146304.0,3330234.0,464871.0
2018-03-29,746031744.0,2599667.0,264468.0
2018-03-30,746031744.0,2599667.0,264468.0
2018-03-31,746031744.0,2599667.0,264468.0
2018-04-01,746031744.0,2599667.0,264468.0
2018-04-02,713692032.0,2387072.0,264296.0
2018-04-03,631017024.0,2636462.0,297094.0
2018-04-04,624103488.0,2274303.0,360630.0
2018-04-05,530434816.0,2020971.0,288119.0
2018-04-06,636953472.0,2202383.0,383324.0
2018-04-07,636953472.0,2202383.0,383324.0
2018-04-08,636953472.0,2202383.0,383324.0
2018-04-09,564580736.0,2096307.0,242024.0
2018-04-10,596054208.0,1894631.0,296179.0
2018-04-11,472621312.0,1680773.0,517133.0
2018-04-12,514725664.0,1427853.0,421359.0
2018-04-13,489340288.0,1493343.0,280389.0
2018-04-14,489340288.0,1493343.0,280389.0
2018-04-15,489340288.0,1493343.0,280389.0
2018-04-16,510147520.0,1981548.0,276761.0
2018-04-17,496172768.0,1622823.0,287880.0
2018-04-18,493200160.0,1758381.0,320938.0
2018-04-19,529064000.0,1636839.0,350873.0
2018-04-20,705811904.0,1610593.0,301318.0
2018-04-21,705811904.0,1610593.0,301318.0
2018-04-22,705811904.0,1610593.0,301318.0
2018-04-23,516315424.0,2312091.0,311932.0
2018-04-24,626587520.0,2721438.0,290027.0
2018-04-25,556103616.0,2248786.0,281963.0
2018-04-26,627256896.0,3368317.0,305271.0
2018-04-27,519061824.0,1437633.0,249552.0
2018-04-28,519061824.0,1437633.0,249552.0
2018-04-29,519061824.0,1437633.0,249552.0
2018-04-30,694514048.0,1637448.0,327985.0
2018-05-01,557716864.0,1437835.0,300675.0
2018-05-02,609574848.0,1461701.0,405242.0
2018-05-03,599374720.0,1506187.0,323532.0
2018-05-04,507718304.0,1368236.0,325137.0
2018-05-05,507718304.0,1368236.0,325137.0
2018-05-06,507718304.0,1368236.0,325137.0
2018-05-07,503479648.0,1665815.0,258240.0
2018-05-08,572165056.0,1407592.0,466744.0
2018-05-09,538958336.0,2304355.0,430414.0
2018-05-10,480040800.0,1728144.0,399059.0
2018-05-11,501534720.0,1486143.0,295227.0
2018-05-12,501534720.0,1486143.0,295227.0
2018-05-13,501534720.0,1486143.0,295227.0
2018-05-14,505950720.0,1549008.0,277808.0
2018-05-15,549697088.0,1633600.0,535289.0
2018-05-16,488057152.0,2243654.0,362005.0
2018-05-17,459139072.0,2075192.0,326026.0
2018-05-18,574145216.0,1569275.0,298912.0
2018-05-19,574145216.0,1569275.0,298912.0
2018-05-20,574145216.0,1569275.0,298912.0
2018-05-21,475744480.0,1279018.0,389409.0
2018-05-22,503267968.0,2268623.0,347253.0
2018-05-23,544285248.0,1199853.0,495008.0
2018-05-24,516422432.0,1232675.0,548810.0
2018-05-25,445367200.0,1059562.0,400055.0
2018-05-26,445367200.0,1059562.0,400055.0
2018-05-27,445367200.0,1059562.0,400055.0
2018-05-28,445367200.0,1059562.0,400055.0
2018-05-29,638176512.0,2460822.0,762110.0
2018-05-30,536948160.0,3618014.0,398891.0
2018-05-31,1013818560.0,4354239.0,330739.0
2018-06-01,530951968.0,3500816.0,331413.0
2018-06-02,530951968.0,3500816.0,331413.0
2018-06-03,530951968.0,3500816.0,331413.0
2018-06-04,530377440.0,2310583.0,221664.0
2018-06-05,548116608.0,2807240.0,277641.0
2018-06-06,595176640.0,2669010.0,264944.0
2018-06-07,555728000.0,3346357.0,274927.0
2018-06-08,511059840.0,2010500.0,232246.0
2018-06-09,511059840.0,2010500.0,232246.0
2018-06-10,511059840.0,2010500.0,232246.0
