,Stocks,Bonds,Gold
2018-06-21,2749.76,77.597,1270.5
2018-06-22,2754.88,77.646,1270.7
2018-06-23,2754.88,77.646,1270.7
2018-06-24,2754.88,77.646,1270.7
2018-06-25,2717.07,77.637,1268.9
2018-06-26,2723.06,77.763,1259.9
2018-06-27,2699.63,77.951,1256.1
2018-06-28,2716.31,77.891,1251.0
2018-06-29,2718.37,77.872,1254.5
2018-06-30,2718.37,77.872,1254.5
2018-07-01,2718.37,77.872,1254.5
2018-07-02,2726.71,77.822,1241.7
2018-07-03,2713.22,77.98,1253.5
2018-07-04,2713.22,77.98,1253.5
2018-07-05,2736.61,78.089,1258.8
2018-07-06,2759.82,78.177,1255.8
2018-07-07,2759.82,78.177,1255.8
2018-07-08,2759.82,78.177,1255.8
2018-07-09,2784.17,78.109,1259.6
2018-07-10,2793.84,78.059,1255.4
2018-07-11,2774.02,78.099,1244.4
2018-07-12,2798.29,78.158,1246.6
2018-07-13,2801.31,78.226,1241.2
2018-07-14,2801.31,78.226,1241.2
2018-07-15,2801.31,78.226,1241.2
2018-07-16,2798.43,78.119,1239.7
2018-07-17,2809.55,78.089,1227.3
2018-07-18,2815.62,78.049,1227.9
2018-07-19,2804.49,78.197,1224.0
2018-07-20,2801.83,78.02,1231.1
2018-07-21,2801.83,78.02,1231.1
2018-07-22,2801.83,78.02,1231.1
2018-07-23,2806.98,77.773,1225.6
2018-07-24,2820.4,77.891,1225.5
2018-07-25,2846.07,77.891,1231.8
2018-07-26,2837.44,77.891,1225.7
2018-07-27,2818.82,77.872,1223.0
2018-07-28,2818.82,77.872,1223.0
2018-07-29,2818.82,77.872,1223.0
2018-07-30,2802.6,77.783,1221.3
2018-07-31,2816.29,77.842,1223.7
2018-08-01,2813.36,77.803,1217.9
2018-08-02,2827.22,77.842,1220.1
2018-08-03,2840.35,78.01,1223.2
2018-08-04,2840.35,78.01,1223.2
2018-08-05,2840.35,78.01,1223.2
2018-08-06,2850.4,78.08,1217.7
2018-08-07,2858.45,77.941,1218.3
2018-08-08,2857.7,77.921,1221.0
2018-08-09,2853.58,78.07,1219.9
2018-08-10,2833.28,78.227,1219.0
2018-08-11,2833.28,78.227,1219.0
2018-08-12,2833.28,78.227,1219.0
2018-08-13,2821.93,78.237,1198.9
2018-08-14,2839.96,78.188,1200.7
2018-08-15,2818.37,78.277,1185.0
2018-08-16,2840.69,78.316,1184.0
2018-08-17,2850.13,78.405,1184.2
2018-08-18,2850.13,78.405,1184.2
2018-08-19,2850.13,78.405,1184.2
2018-08-20,2857.05,78.505,1194.6
2018-08-21,2862.96,78.465,1200.0
2018-08-22,2861.82,78.515,1203.3
2018-08-23,2856.98,78.515,1194.0
2018-08-24,2874.69,78.555,1213.3
2018-08-25,2874.69,78.555,1213.3
2018-08-26,2874.69,78.555,1213.3
2018-08-27,2896.74,78.455,1216.0
2018-08-28,2897.52,78.336,1214.4
2018-08-29,2914.04,78.286,1211.5
2018-08-30,2901.13,78.346,1205.0
2018-08-31,2901.52,78.366,1206.7
2018-09-01,2901.52,78.366,1206.7
2018-09-02,2901.52,78.366,1206.7
2018-09-03,2901.52,78.366,1206.7
2018-09-04,2896.72,78.247,1199.1
2018-09-05,2888.6,78.267,1201.3
2018-09-06,2878.05,78.385,1204.3
2018-09-07,2871.68,78.139,1200.4
2018-09-08,2871.68,78.139,1200.4
2018-09-09,2871.68,78.139,1200.4
2018-09-10,2877.13,78.188,1199.8
2018-09-11,2887.89,78.019,1202.2
2018-09-12,2888.92,78.079,1210.9
2018-09-13,2904.18,78.129,1208.2
2018-09-14,2904.98,77.999,1201.1
2018-09-15,2904.98,77.999,1201.1
2018-09-16,2904.98,77.999,1201.1
2018-09-17,2888.8,77.989,1205.8
2018-09-18,2904.31,77.812,1202.9
2018-09-19,2907.95,77.693,1208.3
2018-09-20,2930.75,77.792,1211.3
2018-09-21,2929.67,77.841,1201.3
2018-09-22,2929.67,77.841,1201.3
2018-09-23,2929.67,77.841,1201.3
2018-09-24,2919.37,77.742,1204.4
2018-09-25,2915.56,77.683,1205.1
2018-09-26,2905.97,77.88,1199.1
2018-09-27,2914.0,77.94,1187.4
2018-09-28,2913.98,77.94,1196.2
2018-09-29,2913.98,77.94,1196.2
2018-09-30,2913.98,77.94,1196.2
2018-10-01,2924.59,77.792,1191.7
2018-10-02,2923.43,77.93,1207.0
2018-10-03,2925.51,77.533,1202.9
2018-10-04,2901.61,77.335,1201.6
2018-10-05,2885.57,77.195,1205.6
2018-10-06,2885.57,77.195,1205.6
2018-10-07,2885.57,77.195,1205.6
2018-10-08,2884.43,77.165,1188.6
2018-10-09,2880.34,77.315,1191.5
2018-10-10,2785.68,77.255,1193.4
2018-10-11,2728.37,77.473,1227.6
2018-10-12,2767.13,77.454,1222.0
2018-10-13,2767.13,77.454,1222.0
2018-10-14,2767.13,77.454,1222.0
2018-10-15,2750.79,77.434,1230.3
2018-10-16,2809.92,77.493,1231.0
2018-10-17,2809.21,77.355,1227.4
2018-10-18,2768.78,77.305,1230.1
2018-10-19,2767.78,77.265,1228.7
2018-10-20,2767.78,77.265,1228.7
2018-10-21,2767.78,77.265,1228.7
2018-10-22,2755.88,77.235,1224.6
2018-10-23,2740.69,77.345,1236.8
2018-10-24,2656.1,77.552,1231.1
2018-10-25,2705.57,77.464,1232.4
2018-10-26,2658.69,77.602,1235.8
2018-10-27,2658.69,77.602,1235.8
2018-10-28,2658.69,77.602,1235.8
2018-10-29,2641.25,77.533,1227.6
2018-10-30,2682.63,77.424,1225.3
2018-10-31,2711.74,77.265,1215.0
2018-11-01,2740.37,77.405,1238.6
2018-11-02,2723.06,77.116,1233.3
2018-11-03,2723.06,77.116,1233.3
2018-11-04,2723.06,77.116,1233.3
2018-11-05,2738.31,77.175,1232.3
2018-11-06,2755.45,77.165,1226.3
2018-11-07,2813.89,77.235,1228.7
2018-11-08,2806.83,77.106,1225.1
2018-11-09,2781.01,77.295,1208.6
2018-11-10,2781.01,77.295,1208.6
2018-11-11,2781.01,77.295,1208.6
2018-11-12,2726.22,77.415,1203.5
2018-11-13,2722.18,77.375,1201.4
2018-11-14,2701.58,77.434,1210.1
2018-11-15,2730.2,77.444,1215.0
2018-11-16,2736.27,77.613,1223.0
2018-11-17,2736.27,77.613,1223.0
2018-11-18,2736.27,77.613,1223.0
2018-11-19,2690.73,77.613,1225.3
2018-11-20,2641.89,77.563,1221.2
2018-11-21,2649.93,77.643,1228.0
2018-11-22,2649.93,77.643,1228.0
2018-11-23,2632.56,77.633,1223.2
2018-11-24,2632.56,77.633,1223.2
2018-11-25,2632.56,77.633,1223.2
2018-11-26,2673.45,77.573,1228.7
2018-11-27,2682.17,77.623,1219.9
2018-11-28,2743.79,77.663,1229.8
2018-11-29,2737.76,77.723,1230.4
2018-11-30,2760.17,77.753,1226.0
2018-12-01,2760.17,77.753,1226.0
2018-12-02,2760.17,77.753,1226.0
2018-12-03,2790.37,77.872,1239.6
2018-12-04,2700.06,78.062,1246.6
2018-12-05,,,1242.6
2018-12-06,2695.95,78.202,1243.6
2018-12-07,2633.08,78.361,1252.6
2018-12-08,2633.08,78.361,1252.6
2018-12-09,2633.08,78.361,1252.6
2018-12-10,2637.72,78.441,1249.4
2018-12-11,2636.78,78.451,1247.2
2018-12-12,2651.07,78.371,1250.0
2018-12-13,2650.54,78.431,1247.4
2018-12-14,2599.95,78.501,1241.4
2018-12-15,2599.95,78.501,1241.4
2018-12-16,2599.95,78.501,1241.4
2018-12-17,2545.94,78.65,1251.8
2018-12-18,2546.16,78.77,1253.6
2018-12-19,2506.96,78.91,1256.4
2018-12-20,2467.42,78.8,1267.9
2018-12-21,2416.62,78.8,1258.1
2018-12-22,2416.62,78.8,1258.1
2018-12-23,2416.62,78.8,1258.1
2018-12-24,2351.1,78.82,1271.8
2018-12-25,2351.1,78.82,1271.8
2018-12-26,2467.7,78.65,1273.0
2018-12-27,2488.83,78.82,1281.1
2018-12-28,2485.74,79.01,1283.0
