BCH,-0.004025936546505031
BTC,-0.0035884396494482267
MIOTA,-0.0010970937663047737
STEEM,-0.00010747034133981004
BTS,-3.2955170265365384e-05
XRP,-1.0824329431626428e-05
DOGE,-3.5129298882557797e-06
FCT,-1.9892078760419126e-06
ABT,0.0
ACT,0.0
